name,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Johnstown Flood NMEM,"42,201","33,164","36,124","44,183","38,064","56,560","50,796","51,996","69,414","123,253","333,283","156,534","154,553","136,511","133,427","126,239","133,440","141,116","131,225","136,582","120,901","122,323","119,462","136,135","105,361","115,020","111,987","112,239","126,066","135,308","114,350","100,799","105,906","123,081","121,923","141,354","163,431"
Saratoga NHP,"97,241","97,910","109,018","121,867","123,519","119,870","116,922","189,774","128,776","129,361","149,280","163,910","169,919","154,661","174,913","200,210","177,278","137,366","138,405","170,227","158,602","163,914","154,897","142,812","106,862","114,007","98,394","99,581","106,708","88,834","89,366","63,719","65,043","57,688","54,364","58,773","65,010"
Lyndon B. Johnson NHP,"295,303","317,982","300,685","290,524","299,460","276,414","287,622","308,124","330,848","303,214","286,686","193,066","194,220","190,414","184,841","181,555","159,430","136,892","129,667","124,212","122,116","108,728","101,824","95,188","85,339","80,730","75,932","78,792","85,818","93,204","98,218","112,680","100,056","110,791","82,369","88,427","124,979"
George Rogers Clark NHP,"78,748","80,568","94,993","107,725","111,083","112,747","121,555","120,903","119,724","113,783","118,085","119,751","128,120","136,125","143,471","165,322","131,337","135,132","194,292","143,092","146,413","134,241","129,161","128,207","124,429","133,528","128,134","128,579","114,560","113,688","103,284","118,912","145,596","125,972","128,531","125,218","135,856"
War in the Pacific NHP,0,0,0,0,0,0,"8,623","51,567","55,914","49,427","57,404","61,166","59,950","58,287","69,835","112,367","125,806","133,220","124,455","134,067","138,575","155,789","149,865","152,881","1,698","11,832","30,332","40,005","209,661","187,005","271,608","219,349","482,391","255,923","266,267","266,191","322,463"
Scotts Bluff NM,"173,291","109,520","150,183","170,175","151,984","153,448","168,616","170,708","161,896","147,408","164,050","171,788","186,813","152,710","156,056","141,820","127,385","132,166","141,613","141,606","141,453","119,404","113,135","111,293","105,611","107,715","99,567","98,352","111,890","111,849","121,391","133,795","128,811","122,515","108,127","119,159","131,122"
Theodore Roosevelt Island,"72,458","60,147","59,284","58,630","55,901","51,714","51,745","48,359","33,739","36,469","86,658","42,426","50,659","36,984","47,958","66,215","89,358","131,890","129,818","131,741","188,431","178,795","190,029","173,996","172,113","144,226","111,879","103,324","109,894","109,156","141,559","116,035","137,690","149,754","162,599","146,500","159,740"
Lincoln Boyhood NMEM,"237,793","218,811","225,590","207,898","216,252","217,844","219,215","212,002","219,075","198,685","211,587","210,377","209,197","212,037","176,591","192,460","135,400","130,805","158,806","149,323","146,914","154,031","146,037","127,225","126,924","129,392","147,443","123,781","128,596","147,123","182,172","126,228","108,420","133,550","125,069","99,795","111,711"
Ocmulgee NM,"81,572","88,929","84,387","80,904","111,014","148,769","198,596","214,853","164,059","118,336","127,938","122,386","127,832","125,018","115,236","111,146","114,544","129,818","126,029","120,254","118,803","127,705","118,565","109,482","174,340","138,526","130,281","140,239","114,379","102,631","110,819","109,413","122,722","120,025","115,801","122,799","155,388"
Fort Caroline NMEM,"169,209","128,619","110,844","151,607","140,461","145,137","164,145","135,883","84,457","82,960","91,675","100,897","132,438","130,028","129,646","161,991","124,405","122,565","130,386","129,301","176,230","189,948","195,303","184,575","180,656","171,505","145,736","224,114","250,616","279,984","288,606","299,906","326,149","327,339","307,086","187,843","224,418"
Tuzigoot NM,"68,733","73,804","77,886","79,566","80,541","83,668","90,934","97,537","96,444","108,423","113,344","118,386","136,092","138,684","109,951","116,814","118,369","115,411","131,419","125,437","124,347","113,525","116,323","112,167","115,216","114,486","108,262","115,213","107,796","102,811","106,250","103,274","101,104","97,388","85,746","74,903","95,065"
Christiansted NHS,"90,790","104,458","57,098","99,531","100,936","80,475","133,603","196,053","125,326","128,226","128,656","101,859","110,626","124,512","113,883","118,067","117,766","111,891","108,825","107,223","104,081","98,947","112,915","110,209","107,907","109,034","106,015","100,868","101,522","105,136","114,743","117,214","119,335","126,962","118,638","109,159","116,817"
Klondike Gold Rush NHP Seattle,"37,595","48,442","56,182","53,084","52,551","62,830","59,847","55,561","49,617","64,657","67,182","89,867","108,160","112,136","104,950","103,048","121,752","111,642","116,918","108,093","116,012","124,680","76,030","66,182","64,097","66,786","70,783","53,107","54,971","58,389","54,219","65,870","64,898","60,198","61,942","62,022","60,372"
Oregon Caves NM,"130,733","129,090","135,495","115,045","114,160","118,583","93,993","101,833","102,944","117,068","103,325","99,158","99,061","86,097","97,223","97,286","103,056","98,383","84,500","86,476","91,129","89,230","87,175","84,520","94,745","83,701","83,811","78,900","76,966","73,774","88,496","86,335","76,194","78,164","72,717","69,405","72,709"
General Grant NMEM,"35,117","35,941","41,052","43,620","82,592","86,914","53,952","46,630","69,220","62,949","76,011","83,447","89,175","70,888","37,272","54,540","115,800","98,127","126,432","105,856","110,971","111,299","85,107","79,548","68,057","83,010","80,046","105,657","84,171","91,436","100,874","119,665","104,769","92,418","83,440","100,622","95,526"
Timpanogos Cave NM,"125,080","107,041","104,497","104,630","98,475","119,688","128,622","124,410","137,279","138,694","126,876","114,247","104,745","120,374","90,803","77,528","79,641","97,250","112,777","119,074","122,778","115,115","126,270","114,736","106,030","107,170","104,517","110,840","114,737","123,682","138,571","120,241","96,965","118,764","91,269","95,679","104,023"
Pipestone NM,"143,995","136,358","149,172","134,782","133,831","129,064","131,204","138,993","117,053","105,190","109,198","106,623","120,419","124,075","107,292","116,374","104,007","96,157","87,907","91,785","92,605","92,391","88,512","84,299","82,290","81,773","69,820","66,867","72,422","80,137","69,539","78,108","61,908","76,030","64,760","62,151","70,748"
Fort Necessity NB,"108,058","132,487","153,898","139,511","134,187","166,539","140,199","155,233","142,498","135,497","167,945","182,104","209,360","173,969","145,301","102,050","107,903","96,103","88,307","97,797","85,438","93,860","89,133","89,407","95,957","105,688","102,004","223,111","353,296","127,672","197,271","264,450","193,479","187,893","165,159","219,546","280,705"
Horseshoe Bend NMP,"50,566","44,323","78,388","57,539","62,514","62,374","62,549","61,203","47,688","65,467","100,863","98,606","58,475","79,995","91,895","112,862","106,442","95,851","97,087","114,721","111,854","125,372","108,190","104,033","85,311","87,956","58,564","70,067","73,669","50,719","72,232","67,776","65,892","58,668","55,965","64,359","89,282"
Eleanor Roosevelt NHS,0,0,0,0,0,0,"30,712","30,313","28,814","29,158","36,466","42,833","77,632","89,363","90,136","82,999","84,879","93,998","85,226","85,347","65,703","76,958","86,012","71,189","58,843","53,765","52,690","14,493","59,846","53,632","54,393","53,067","50,074","55,049","43,686","60,456","64,791"
Effigy Mounds NM,"59,064","75,555","79,881","94,305","99,562","92,793","93,074","87,764","87,634","101,565","109,665","108,522","125,697","128,942","89,434","99,838","75,090","93,894","76,573","70,559","80,414","77,563","79,846","75,061","79,658","93,575","88,546","90,199","88,268","68,696","78,177","79,783","82,581","78,540","71,074","77,812","81,901"
Coronado NMEM,"59,751","42,648","46,681","43,330","33,539","39,319","44,026","53,832","55,793","69,730","56,734","56,993","61,893","69,179","78,931","86,667","92,100","93,656","87,788","90,565","87,183","84,898","89,107","87,311","89,309","89,591","86,618","71,111","71,702","91,028","106,409","136,284","153,042","97,579","92,936","118,838","132,584"
Hopewell Furnace NHS,"133,450","163,074","143,430","150,975","162,159","149,820","154,027","138,638","128,870","130,420","103,195","99,216","107,238","114,510","109,219","94,416","87,965","91,412","85,936","86,546","74,303","69,152","64,898","60,733","53,694","50,246","49,980","49,239","56,013","49,328","53,186","55,750","44,873","52,870","46,138","48,105","51,252"
Florissant Fossil Beds NM,"46,919","66,652","50,747","49,577","51,309","54,845","93,990","127,430","143,597","155,012","161,740","94,844","73,075","87,969","81,508","100,333","91,434","91,278","86,488","79,779","81,510","82,094","79,669","62,509","67,537","61,258","59,508","56,094","55,992","56,988","64,251","65,422","61,289","62,637","58,032","63,297","69,130"
Petroglyph NM,0,0,0,0,0,0,0,0,0,0,0,0,0,"68,065","66,870","85,869","88,196","90,533","92,209","77,537","72,604","61,170","60,608","59,222","58,101","97,498","102,623","121,825","112,868","116,620","118,688","105,643","114,428","119,444","115,075","115,859","117,825"
Eisenhower NHS,0,"164,443","182,387","148,800","145,351","138,095","136,935","131,634","118,346","118,231","113,847","116,936","109,262","108,113","96,039","112,829","96,481","84,465","74,395","76,825","73,347","76,921","74,826","76,518","69,017","72,272","67,669","70,243","69,747","70,757","64,212","61,210","58,022","53,286","59,179","58,240","54,377"
Frederick Douglass NHS,"34,137","38,974","35,322","30,943","30,347","29,507","30,881","33,379","34,629","37,778","43,127","50,094","45,460","54,912","49,268","50,035","53,279","82,326","33,922","31,081","35,319","32,458","29,618","39,369","54,350","53,046","23,226","17,947","37,468","37,852","43,483","44,699","46,694","53,314","47,625","45,492","53,873"
George Washington Birthplace NM,"122,579","114,147","133,291","131,001","136,708","151,733","150,515","163,358","175,420","152,098","150,381","154,083","152,301","157,960","155,529","127,822","155,281","79,261","97,788","102,262","127,449","141,453","141,907","138,084","79,541","74,525","59,089","135,870","101,844","99,975","113,083","128,158","130,647","134,824","131,683","131,984","130,952"
Richmond NBP,"265,793","255,736","284,577","300,170","312,786","304,487","305,667","302,470","328,854","341,942","366,848","428,667","475,786","473,096","92,839","82,827","85,371","77,807","77,707","82,187","87,957","90,422","108,244","106,397","96,014","84,876","68,438","141,151","132,578","120,823","134,634","130,415","139,376","156,952","151,240","179,552","184,175"
Whitman Mission NHS,"118,136","97,504","97,085","97,811","108,114","105,172","104,050","109,855","115,495","97,684","83,884","85,287","83,876","73,198","76,900","70,635","79,059","77,338","77,601","77,967","74,954","67,035","64,679","61,293","56,009","56,169","55,826","52,849","49,337","53,356","52,605","58,521","57,611","60,785","57,686","58,499","39,525"
Fort Smith NHS,"90,584","102,361","136,786","129,012","118,692","121,561","138,410","160,019","129,293","129,873","87,516","85,233","75,748","101,090","116,926","103,800","96,054","75,056","62,392","41,846","35,880","53,628","84,974","74,906","73,676","78,444","74,400","77,014","83,850","75,174","63,540","68,678","86,122","87,386","69,584","88,790","111,469"
Tonto NM,"69,847","60,328","70,528","68,844","70,039","69,665","73,606","82,784","80,906","78,382","61,106","45,536","62,639","60,375","70,161","69,083","70,936","71,970","79,402","78,822","74,006","76,059","80,006","57,328","59,216","63,217","75,140","63,733","56,174","63,553","60,534","60,497","53,426","51,881","39,632","36,360","37,523"
Sagamore Hill NHS,"167,509","181,231","179,676","144,023","123,487","120,835","121,598","119,458","104,801","135,331","159,839","168,975","115,176","80,621","58,762","62,887","71,261","71,195","96,590","90,919","67,193","53,182","45,176","42,526","42,396","41,082","38,009","43,719","43,698","53,772","53,800","55,149","53,336","20,097","14,639","19,319","42,326"
Aztec Ruins NM,"58,064","56,844","64,902","60,878","61,693","58,394","58,187","62,519","65,459","79,518","86,874","80,037","89,220","93,894","82,764","80,699","72,499","65,955","61,979","63,259","58,318","52,136","46,451","47,401","42,493","45,423","44,050","40,779","39,538","38,709","38,234","37,437","41,106","44,744","41,312","44,721","53,165"
Harry S Truman NHS,0,0,0,0,0,"100,165","114,686","114,102","101,685","125,700","115,568","120,057","115,240","115,585","69,311","62,854","66,814","65,463","62,039","53,792","48,847","44,182","45,112","44,472","41,757","36,953","37,968","34,479","31,092","30,848","28,384","27,670","28,924","31,316","28,977","29,364","32,825"
Capulin Volcano NM,"44,297","45,687","46,200","44,824","39,861","39,946","43,810","46,968","38,849","47,869","43,566","53,857","62,640","61,984","54,148","56,123","65,604","64,680","65,109","70,121","65,278","62,265","60,542","58,675","61,373","57,692","53,521","49,823","49,182","45,178","50,935","48,580","46,358","48,710","48,466","50,892","55,506"
Bluestone NSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51,848","66,089","63,465","64,651","67,836","56,983","58,610","51,738","55,763","55,115","50,302","39,590","45,146","46,093","48,061","46,942","45,904","37,790","41,670","36,842","36,266","38,450","36,733"
Fort Davis NHS,"72,465","63,465","71,179","74,988","71,334","69,004","68,410","63,918","52,237","54,703","55,026","56,547","66,711","73,037","71,249","69,129","61,032","64,560","62,191","64,846","60,419","54,988","56,946","56,454","54,204","54,007","51,858","49,091","51,435","49,290","50,968","43,280","35,130","38,136","43,277","49,842","55,955"
Kalaupapa NHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"62,314","75,962","83,468","57,905","86,989","63,006","60,825","57,972","61,797","48,772","46,839","60,992","60,934","30,654","27,919","57,841","58,875","101,112","67,210","67,891"
Tumacacori NHP,"59,013","54,996","59,422","58,290","57,922","58,260","58,022","60,117","63,327","60,311","61,912","63,945","58,269","52,951","53,363","66,097","57,711","62,206","58,713","58,853","56,189","53,706","49,570","48,438","52,393","48,502","44,022","45,015","45,484","45,079","40,637","39,866","33,740","35,158","31,433","38,017","42,146"
Golden Spike NHS,"46,657","44,587","48,167","45,163","49,571","34,093","46,387","57,647","44,288","41,417","45,769","48,781","57,159","51,281","51,212","63,338","50,331","60,484","50,989","46,203","47,525","45,273","43,887","47,242","45,230","46,189","40,156","45,381","45,088","39,968","45,334","43,561","43,933","42,551","40,704","44,125","59,147"
Timucuan EHP,0,0,0,0,0,0,0,0,0,0,0,0,0,"49,861","52,945","50,329","50,812","59,701","121,420","633,233","637,012","650,585","707,183","655,335","810,821","750,230","903,177","1,011,989","999,833","1,038,888","1,195,171","993,948","1,028,922","1,076,310","1,031,667","1,121,318","1,239,423"
Andrew Johnson NHS,"47,674","65,591","74,100","77,578","119,410","84,889","68,607","72,600","77,095","76,566","71,350","71,017","82,076","64,481","41,703","59,538","63,196","59,102","67,309","60,207","51,779","59,897","49,551","48,878","51,910","50,196","48,552","50,701","43,456","69,433","63,296","60,323","52,322","51,261","42,929","42,863","45,357"
Gila Cliff Dwellings NM,"31,933","32,734","36,417","37,902","37,717","35,013","35,739","44,465","44,404","44,830","52,185","52,316","53,007","57,287","61,105","59,693","62,292","56,933","61,638","51,594","51,539","46,194","49,447","45,585","47,869","45,349","40,058","40,510","41,690","38,987","43,016","32,652","25,317","28,637","27,825","31,135","36,518"
Fort Laramie NHS,"106,583","89,861","121,212","94,936","97,090","89,745","81,531","86,110","85,236","78,965","65,302","66,892","66,135","74,329","93,954","79,746","59,281","54,402","67,493","53,159","56,065","47,298","44,376","50,074","50,455","53,638","46,455","40,651","40,263","48,297","56,923","57,128","52,916","55,199","54,057","49,038","51,616"
Thomas Edison NHP,"52,999","44,695","44,514","43,927","39,121","40,796","32,599","37,916","41,778","55,832","62,103","55,872","63,231","74,883","61,621","58,050","55,760","53,603","67,659","61,330","26,010","12,863","54,419","54,935","3,359",0,0,"8,753","9,342","8,027","27,061","63,009","55,284","52,554","46,677","51,344","56,317"
Big Hole NB,"41,186","37,317","43,176","41,128","46,748","37,695","34,603","39,388","32,694","43,351","50,031","43,820","54,065","64,177","62,198","65,671","64,125","50,235","51,708","64,968","62,302","40,470","56,619","61,142","56,146","60,128","54,934","55,049","55,415","54,818","49,822","44,771","36,290","35,207","38,092","36,987","39,549"
Roger Williams NMEM,"27,788","45,601","2,112","14,353","15,664","15,817","14,480","18,176","21,875","20,979","18,953","20,296","107,601","48,343","50,389","42,811","38,318","49,513","52,006","57,155","60,916","56,240","51,816","58,243","54,482","50,677","50,668","52,671","49,348","46,154","50,397","51,559","50,909","51,944","48,677","51,523","60,505"
Natchez NHP,0,0,0,0,0,0,0,0,0,0,0,0,0,"41,036","56,568","53,832","42,121","49,110","51,107","164,011","365,677","334,745","287,499","272,465","285,615","239,903","232,023","272,091","207,441","232,470","218,126","206,870","206,624","184,551","191,095","215,257","204,332"
Kaloko Honokohau NHP,0,0,0,0,0,0,0,0,0,"12,462","17,354","23,580","46,780","42,591","44,481","46,370","49,634","48,836","44,258","56,584","47,328","44,150","54,000","70,101","77,632","91,462","85,891","112,344","119,237","104,835","166,380","132,731","162,906","153,584","158,124","154,206","170,683"
Fort Stanwix NM,"68,288","64,975","60,696","66,595","63,154","56,352","67,100","57,857","45,338","52,659","51,271","53,007","57,172","59,621","54,785","50,193","56,139","48,429","82,552","46,007","51,228","38,667","53,065","77,863","56,646","68,427","38,237","60,589","59,643","71,263","93,170","103,748","102,874","195,057","129,089","60,819","86,678"
Fort Scott NHS,"12,008","35,922","51,633","63,725","73,306","78,035","76,193","82,923","74,496","68,280","76,753","76,294","74,495","84,695","77,946","73,050","49,559","48,406","48,423","50,328","42,250","36,479","40,673","38,439","29,650","28,973","25,798","24,269","22,314","25,322","28,544","27,635","26,219","25,034","25,773","25,966","25,531"
Arkansas Post NMEM,"61,507","63,002","53,538","58,349","55,443","58,297","55,113","60,258","60,593","68,623","69,023","78,468","81,388","51,594","51,604","46,655","40,361","47,919","50,422","51,858","49,087","43,903","43,502","48,126","37,905","38,183","37,740","36,665","37,230","43,137","32,160","34,712","37,127","39,703","36,420","30,860","38,702"
Pu'ukohola Heiau NHS,"21,737","21,606","24,888","33,706","40,719","44,953","48,014","56,424","54,945","53,248","59,754","63,398","70,514","48,792","42,945","44,295","45,649","46,593","46,584","57,364","58,317","54,256","54,745","60,851","103,040","101,092","112,137","98,026","104,907","92,584","99,042","129,886","133,306","134,403","125,645","134,734","139,586"
Fort Larned NHS,"22,908","24,036","22,616","24,419","60,788","67,292","58,625","55,138","43,565","48,012","42,735","38,399","46,816","52,958","47,413","46,125","48,310","45,985","43,563","43,530","42,572","40,001","35,581","39,920","35,317","37,127","31,551","31,512","30,471","21,483","27,443","29,423","26,704","33,194","27,432","24,607","32,170"
Buck Island Reef NM,"82,390","71,305","45,502","49,915","51,641","45,816","62,345","74,708","93,015","95,052","73,779","32,337","51,542","48,621","60,204","57,294","57,716","45,618","53,583","46,455",0,0,0,"50,213","46,274","44,806","47,883","47,456","46,303","46,025","47,341","27,403","28,223","30,436","28,972","34,400","41,936"
Salinas Pueblo Missions NM,"26,728","21,748","20,359","32,491","35,968","28,395","29,643","30,619","35,093","34,114","38,723","36,313","41,171","46,707","50,283","51,391","53,950","44,913","41,710","39,464","39,962","34,842","34,568","35,670","33,827","34,216","34,810","32,996","33,060","31,248","37,848","32,941","29,786","29,228","24,836","30,537","29,672"
Pipe Spring NM,"24,946","25,670","30,008","30,155","28,237","28,635","30,083","33,578","35,648","40,447","42,287","46,442","55,271","56,199","52,436","47,837","46,423","44,817","66,624","62,986","64,735","51,993","50,783","54,734","56,341","57,569","54,704","50,923","46,574","47,418","49,433","59,952","57,360","54,692","51,118","56,484","54,619"
Carl Sandburg Home NHS,"34,062","37,160","44,059","50,216","46,673","48,756","53,689","61,346","55,196","57,863","55,435","54,568","65,157","54,941","56,992","54,478","48,634","42,879","41,402","37,911","36,442","35,240","34,769","38,052","32,570","28,372","26,640","28,799","28,820","21,233","83,550","86,740","89,721","93,429","81,710","82,377","72,606"
Pecos NHP,"51,476","36,677","44,539","38,926","39,371","37,514","44,616","44,808","45,320","48,595","44,632","45,316","47,111","47,809","43,410","39,517","41,090","40,400","33,862","30,172","37,886","37,127","32,718","36,934","38,326","33,829","35,782","34,106","34,307","32,701","34,522","33,864","43,873","45,568","32,386","38,256","30,229"
Jimmy Carter NHS,0,0,0,0,0,0,0,0,0,"22,857","34,520","34,822","34,279","35,132","28,737","28,405","32,261","39,766","44,548","49,629","49,097","52,103","59,716","52,706","62,784","71,294","94,945","86,016","84,501","82,417","69,972","64,849","66,157","69,940","67,455","62,057","67,797"
Dayton Aviation Heritage NHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39,262","34,706","38,308","32,882","36,038","48,489","40,246","100,616","50,569","49,100","51,771","54,827","53,292","58,301","63,961","68,048","65,999","59,274","57,565","73,588"
Adams NHP,"34,322","24,974","27,055","25,440","26,162","23,398","24,555","24,693","25,617","21,617","22,595","20,315","26,958","27,400","43,877","41,179","47,312","38,230","56,643","63,569","84,574","87,347","167,500","173,944","215,659","239,504","220,467","225,318","224,880","241,536","253,656","73,339","219,975","336,031","285,501","178,468","183,632"
Bent's Old Fort NHS,"94,653","54,529","45,843","44,318","40,173","38,330","42,875","44,770","41,194","41,832","45,512","43,209","47,170","48,609","44,935","44,717","38,338","37,640","38,771","41,106","36,814","30,461","30,987","29,830","31,247","30,964","27,760","26,483","23,952","25,001","28,131","29,120","26,842","25,815","23,324","24,555","26,219"
Ninety Six NHS,0,0,0,0,0,0,"17,908","41,690","39,707","37,763","44,829","45,729","30,025","27,688","31,075","36,155","31,719","37,591","33,976","31,842","27,900","28,492","29,194","28,801","31,679","34,622","28,734","33,786","33,595","57,304","50,689","63,747","70,099","73,044","69,624","65,688","80,223"
Saint-Gaudens NHS,"31,800","39,064","39,675","38,002","38,682","27,080","31,880","35,446","36,227","32,974","44,881","35,955","39,790","35,773","33,482","34,560","34,773","37,498","35,369","36,303","29,031","37,030","37,550","34,239","30,907","30,725","26,943","25,858","29,091","29,819","34,558","30,941","32,695","33,663","37,837","37,785","39,242"
Hopewell Culture NHP,"51,514","57,151","59,737","43,606","43,013","42,420","39,632","43,854","46,750","44,592","42,422","38,509","42,322","41,402","33,832","37,042","38,836","37,005","35,075","35,599","29,282","28,617","26,761","28,672","46,607","35,740","30,156","30,336","30,321","28,130","34,179","33,918","33,834","39,462","32,206","36,432","43,587"
Homestead NM of America,"18,084","16,278","16,421","18,971","22,608","21,849","21,268","38,276","42,671","34,838","37,393","38,101","40,356","42,989","46,537","30,986","32,626","36,384","29,477","38,910","41,510","43,892","52,077","52,330","49,779","48,776","54,284","53,667","70,216","71,314","71,301","74,314","69,845","103,708","67,396","69,156","78,739"
George Washington Carver NM,"49,112","59,428","55,150","68,553","79,202","82,028","137,117","148,681","120,544","33,528","60,279","49,174","34,316","55,876","34,626","37,419","36,773","35,042","40,432","44,477","37,653","52,517","41,464","42,417","41,024","38,824","45,574","37,167","36,480","40,407","38,899","35,068","30,787","30,425","33,061","41,535","37,745"
Women's Rights NHP,0,0,0,0,"6,759","9,211","14,755","16,764","17,012","22,710","15,495","15,853","17,267","18,475","30,111","29,187","33,565","30,490","25,354","74,263","36,672","26,501","23,771","21,880","19,426","19,772","18,239","16,146","18,657","23,093","20,620","22,662","25,426","29,585","30,137","30,254","38,139"
Hampton NHS,"33,332","60,700","49,729","80,111","83,064","82,742","69,970","45,118","26,921","25,434","31,451","29,149","30,101","24,766","30,588","29,459","30,771","30,218","30,234","28,892","20,509","23,401","24,096","28,226","27,526","28,182","24,407","29,297","30,062","35,260","39,334","32,153","32,165","37,529","32,262","32,498","34,685"
Grant-Kohrs Ranch NHS,"21,325","19,449","23,559","27,790","34,292","23,766","23,166","27,029","25,407","22,886","23,415","26,753","26,927","27,853","26,987","26,056","29,395","29,175","28,460","25,374","23,502","20,864","20,188","20,273","18,521","20,399","17,553","19,795","17,494","16,633","20,099","22,075","20,293","17,095","18,848","20,565","22,139"
John Muir NHS,"24,911","27,449","27,070","33,015","28,118","32,207","33,954","38,051","33,712","35,923","33,358","26,234","22,680","21,473","29,376","31,044","27,936","28,045","31,534","30,051","30,992","32,538","25,257","27,942","26,578","27,873","28,166","29,499","30,875","28,770","34,516","34,904","31,236","37,403","37,777","41,535","42,615"
Theodore Roosevelt Birthplace NHS,"13,237","14,876","13,019","12,563","13,163","16,381","17,511","16,408","17,273","15,817","11,256","11,255","13,237","17,629","18,225","18,876","16,995","26,895","27,613","23,459","23,495","19,837","11,198","9,376","10,175","11,082","11,158","10,713","13,098","18,590","14,390","15,029","6,537","17,930","18,676","21,065","6,685"
Russell Cave NM,"18,526","22,928","21,290","21,780","22,136","22,675","21,561","23,388","24,959","25,161","23,693","23,553","20,783","27,309","30,020","32,923","35,739","26,881","27,380","26,353","27,289","23,465","20,449","27,912","22,892","22,350","23,496","24,851","49,164","36,375","24,087","23,374","20,717","20,954","20,456","18,530","19,430"
Charles Pinckney NHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,087","24,340","40,591","42,144","32,174","24,055","29,272","29,647","22,871","19,064","36,969","36,556","41,393","44,072","43,447","44,081","45,254","44,314","47,309","53,486","46,995"
Fort Union Trading Post NHS,"6,368","8,520","9,139","7,381","9,917","12,886","15,031","22,663","40,080","26,608","61,327","32,222","29,870","28,895","27,479","24,534","20,406","23,448","20,988","19,723","20,612","19,381","19,551","21,256","24,024","21,511","16,940","13,392","12,405","11,533","15,141","14,458","12,236","12,677","12,908","11,521","13,605"
Fossil Butte NM,"13,669","10,823","12,431","17,393","16,402","14,771","15,585","15,281","19,635","20,456","19,528","26,471","22,673","23,824","26,499","25,055","26,219","22,394","23,106","22,473","22,043","21,915","19,902","19,320","19,417","18,288","17,779","16,631","19,853","17,727","18,693","19,700","16,552","17,084","17,662","16,623","19,293"
Saugus Iron Works NHS,"32,803","35,692","38,139","37,581","38,549","43,498","40,320","49,500","69,640","70,857","75,536","45,652","47,605","50,138","34,748","22,095","20,738","21,451","19,146","22,917","22,064","17,713","17,017","17,243","14,001","16,316","14,522","11,153","4,377","12,433","10,529","10,775","11,121","11,611","8,154","11,181","9,327"
Booker T. Washington NM,"25,507","21,575","19,874","20,461","23,007","24,972","19,644","20,859","20,588","20,070","17,571","25,060","20,887","25,983","25,894","26,210","25,704","20,134","19,172","19,226","22,623","21,435","22,692","19,188","17,906","18,513","16,357","18,339","19,410","19,990","21,216","21,665","24,030","24,361","22,103","26,127","27,205"
Fort Union NM,"10,435","10,787","11,720","12,176","12,413","13,105","13,362","13,441","14,435","18,141","20,011","17,031","22,279","19,970","21,215","20,301","19,459","19,374","17,883","15,469","16,022","14,258","15,100","13,198","12,944","13,230","11,645","10,347","10,534","9,171","11,070","10,638","9,575","9,215","8,965","10,934","11,726"
Friendship Hill NHS,0,0,0,0,"9,313","11,335","13,620","14,128","16,232","12,002","15,406","17,312","13,526","20,648","19,545","14,681","17,372","19,228","20,666","27,711","24,558","29,913","33,791","32,854","34,876","30,018","29,188","25,636","32,576","30,623","31,454","32,562","30,039","34,289","34,372","34,317","34,687"
Springfield Armory NHS,"15,607","17,209","19,161","18,134","15,626","17,452","16,123","18,274","13,705",0,"4,731","16,534","16,981","15,630","12,524","15,513","31,572","18,991","16,000","15,247","16,250","23,987","27,044","36,680","29,814","33,393","14,389","17,115","13,548","17,358","17,779","16,876","16,161","16,978","17,782","20,595","21,825"
Martin Van Buren NHS,0,0,0,"10,538","6,888","5,370","5,335","4,943","11,124","12,499","12,087","11,569","15,370","14,482","13,816","13,875","19,402","17,807","23,008","20,087","20,325","14,066","15,950","16,036","14,594","13,686","10,445","24,735","19,678","21,216","23,216","21,055","19,287","22,062","16,229","19,187","18,547"
Agate Fossil Beds NM,"8,115","8,330","9,459","9,018","10,097","10,317","10,366","10,187","11,439","11,156","11,459","14,482","13,891","18,785","19,467","18,970","18,719","16,567","20,596","17,594","18,117","17,933","17,399","17,129","16,233","15,235","14,209","13,521","12,997","12,425","12,694","12,509","11,617","11,824","10,504","12,440","13,264"
John F. Kennedy NHS,"19,308","17,299","17,757","16,829","18,269","18,907","17,438","18,632","15,951","15,496","14,640","16,391","13,542","11,345","12,998","11,814","9,250","15,717","13,508","10,924","23,047","12,262","12,244","9,417","9,330","11,073","7,616","6,490","8,896","10,090","16,333","17,466","18,466","22,642","17,273","26,273","18,485"
Edgar Allan Poe NHS,0,"2,549","14,055","12,595","13,858","18,178","15,254","12,365","11,684","14,160","12,239","11,638","13,034","16,058","13,823","14,789","13,443","15,549","17,632","13,965","16,796",630,"12,552","12,314","10,830","11,005","11,879","12,409","14,258","12,961","17,463","16,584","14,711","19,104","5,884","13,701","13,862"
Ulysses S. Grant NHS,0,0,0,0,0,0,0,0,0,0,0,0,524,"1,366","2,983","5,016","7,539","14,124","14,040","19,134","20,635","17,894","22,421","25,531","22,248","22,797","24,868","25,758","46,398","45,959","40,703","39,967","35,664","39,373","38,604","40,287","39,048"
